,index,id,mssubclass,mszoning,lotfrontage,lotarea,lotshape,landcontour,lotconfig,landslope,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,masvnrtype,masvnrarea,exterqual,foundation,bsmtqual,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtunfsf,heatingqc,grlivarea,bsmtfullbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,functional,fireplaces,fireplacequ,garagetype,garagefinish,garagearea,garagecond,wooddecksf,mosold,yrsold,salecondition,saleprice,porchpres,poolpres,garagepres,fireplacepres,masvnrpres,bsmtpres,shedpres,exterior,age_sold,2ndfloorpres,bighouse
832,837,838,160,RM,21.0,1680,0,Lvl,Inside,flat,BrDale,Norm,Twnhs,2Story,6,5,3892729,1973,Gable,BrkFace,158.0,3,CBlock,9,1,BLQ,330,153,9,987,1,1,1,2,1,3,Typ,0,0,Detchd,Unf,264,TA,0,11,2008,Normal,100000,0,0,1,0,1,1,0,Wood,35.0,1,0.0
833,838,839,20,RL,75.0,9525,0,Lvl,Inside,flat,CollgCr,Norm,1Fam,1Story,5,6,3980025,2006,Gable,None,0.0,3,PConc,16,1,Unf,0,1099,25,1099,0,1,1,3,1,4,Typ,0,0,Attchd,Unf,352,TA,278,6,2008,Normal,144000,0,0,1,0,0,1,0,Vinyl,13.0,0,0.0
834,839,840,50,RL,70.0,11767,0,Lvl,Inside,flat,Edwards,Norm,1Fam,1.5Fin,5,6,3786916,1995,Gable,None,0.0,3,CBlock,9,1,BLQ,352,416,25,1200,0,1,0,3,1,3,Typ,0,0,Detchd,Unf,240,TA,0,5,2008,Normal,130500,0,0,1,0,0,1,0,Metal,62.0,1,0.0
835,840,841,70,RH,60.0,12155,1,Lvl,Inside,flat,SWISU,Norm,1Fam,2Story,6,8,3705625,1950,Gable,None,0.0,3,BrkTil,9,1,BLQ,156,516,9,1482,0,2,0,4,1,2,Typ,0,0,Detchd,Unf,400,TA,0,3,2008,Normal,140000,1,0,1,0,0,1,0,Wood,83.0,1,0.0
836,841,842,70,RM,60.0,10440,0,Lvl,Inside,flat,OldTown,Norm,1Fam,2Story,5,8,3625216,2002,Gable,None,0.0,3,PConc,9,1,Unf,0,650,16,1539,0,2,0,3,1,4,Typ,1,1,Detchd,Unf,686,TA,70,6,2008,Normal,157500,1,0,1,1,0,1,0,Metal,104.0,1,0.0
837,842,843,80,RL,82.0,9020,0,Lvl,Inside,flat,NAmes,Norm,1Fam,SLvl,6,7,3865156,1966,Gable,BrkFace,183.0,3,CBlock,9,4,Rec,312,276,9,1165,1,1,1,3,1,3,Typ,0,0,Attchd,RFn,490,Gd,0,5,2008,Normal,174900,1,0,1,0,1,1,0,Wood,42.0,0,0.0
838,843,844,90,RL,80.0,8000,0,Lvl,Corner,flat,NAmes,Artery,Duplex,1Story,5,4,3845521,1961,Gable,None,0.0,3,CBlock,9,1,Unf,0,1800,25,1800,0,2,0,6,2,3,Typ,0,0,None,None,0,None,0,7,2007,Normal,141000,0,0,0,0,0,1,0,Brick,46.0,0,0.0
839,844,845,50,RM,100.0,12665,1,Lvl,Inside,flat,OldTown,Artery,1Fam,1.5Fin,5,8,3667225,1950,Gable,None,0.0,3,BrkTil,9,2,Unf,0,876,16,1416,0,1,1,4,1,3,Typ,1,4,Detchd,Unf,720,TA,418,6,2008,Normal,153900,1,0,1,1,0,1,0,Wood,93.0,1,0.0
840,845,846,85,RL,71.0,16647,1,Lvl,CulDSac,flat,Sawyer,RRAe,1Fam,SFoyer,5,5,3900625,1981,Gable,None,0.0,3,CBlock,16,4,ALQ,1390,0,9,1701,1,2,0,3,1,3,Min2,2,3,Basment,Fin,611,TA,0,1,2007,Normal,171000,0,0,1,1,0,1,0,Wood,32.0,0,0.0
841,846,847,60,RL,75.0,9317,0,Lvl,Inside,flat,SawyerW,Norm,1Fam,2Story,7,5,3972049,1993,Gable,BrkFace,137.0,4,PConc,16,1,ALQ,513,227,25,1775,1,2,1,3,1,4,Typ,1,3,Attchd,Unf,425,TA,234,7,2009,Normal,213000,1,0,1,1,1,1,0,Wood,16.0,1,0.0
842,847,848,20,RL,36.0,15523,1,Lvl,CulDSac,flat,CollgCr,Norm,1Fam,1Story,5,6,3888784,1972,Gable,None,0.0,3,CBlock,9,3,BLQ,460,404,25,864,1,1,0,3,1,3,Typ,1,2,Attchd,Unf,338,TA,0,8,2009,Normal,133500,0,0,1,1,0,1,0,Wood,37.0,0,0.0
843,848,849,50,RL,75.0,45600,2,Bnk,Inside,flat,ClearCr,Norm,1Fam,1.5Fin,6,8,3640464,1997,Gable,None,0.0,3,BrkTil,9,1,Unf,0,907,9,2358,0,3,0,5,1,3,Typ,1,4,Detchd,Unf,360,TA,486,9,2008,Normal,240000,1,0,1,1,0,1,0,Wood,100.0,1,0.0
844,849,850,80,RL,80.0,9600,0,Lvl,FR2,flat,Veenker,Feedr,1Fam,SLvl,6,7,3904576,1994,Hip,BrkFace,360.0,4,CBlock,9,1,Unf,0,528,25,1855,0,2,1,3,1,3,Typ,1,3,Attchd,RFn,512,TA,113,8,2007,Normal,187000,1,0,1,1,1,1,0,Wood,31.0,1,0.0
845,850,851,120,RM,36.0,4435,0,Lvl,Inside,flat,CollgCr,Norm,TwnhsE,1Story,6,5,4012009,2003,Gable,BrkFace,170.0,4,PConc,16,3,GLQ,659,189,25,848,1,1,0,1,1,4,Typ,0,0,Attchd,Fin,420,TA,140,11,2007,Normal,131500,0,0,1,0,1,1,0,Vinyl,4.0,0,0.0
846,851,852,120,RL,43.0,3196,0,Lvl,Inside,flat,Blmngtn,Norm,TwnhsE,1Story,8,5,4012009,2003,Gable,BrkFace,40.0,4,PConc,16,4,Unf,0,1273,25,1456,0,2,0,2,1,4,Typ,1,3,Attchd,Fin,400,TA,143,5,2006,Normal,215000,1,0,1,1,1,1,0,Vinyl,3.0,0,0.0
847,852,853,75,RL,53.0,7128,0,Lvl,Inside,flat,Crawfor,Norm,1Fam,2.5Unf,7,5,3767481,1950,Gable,None,0.0,3,CBlock,9,1,Rec,364,554,16,1646,0,2,0,4,1,3,Typ,2,4,Detchd,Unf,240,TA,0,8,2007,Normal,164000,1,0,1,1,0,1,0,Metal,66.0,1,0.0
848,853,854,80,RL,73.0,12095,1,Lvl,Corner,flat,NAmes,Norm,1Fam,SLvl,6,6,3857296,1964,Gable,BrkFace,115.0,3,CBlock,9,4,Rec,564,563,9,1445,0,1,1,3,1,3,Typ,1,2,Attchd,RFn,645,TA,180,8,2009,Normal,158000,0,0,1,1,1,1,0,Metal,45.0,0,0.0
849,854,855,20,RL,102.0,17920,0,Lvl,Inside,flat,Sawyer,Norm,1Fam,1Story,5,4,3822025,1974,Hip,None,0.0,3,CBlock,9,2,ALQ,306,372,9,1779,1,1,1,3,1,3,Typ,1,4,Attchd,Unf,454,TA,0,7,2006,Abnorml,170000,1,0,1,1,0,1,0,Wood,51.0,0,0.0
850,855,856,20,RL,71.0,6897,1,Lvl,Corner,flat,Sawyer,Norm,1Fam,1Story,5,8,3849444,2010,Gable,None,0.0,3,CBlock,9,1,ALQ,659,381,25,1040,1,1,1,3,1,3,Typ,0,0,Detchd,Unf,260,TA,0,4,2010,Normal,127000,1,0,1,0,0,1,0,Wood,48.0,0,0.0
851,856,857,80,RL,70.0,10970,1,Low,Inside,sloped,CollgCr,Norm,1Fam,SLvl,6,6,3912484,1978,Gable,None,0.0,3,CBlock,16,4,GLQ,505,0,9,1026,1,1,0,3,1,3,Typ,0,0,Detchd,Unf,576,Fa,0,10,2008,Normal,147000,1,0,1,0,0,1,0,Wood,30.0,0,0.0
852,857,858,60,RL,65.0,8125,0,Lvl,Inside,flat,Gilbert,Norm,1Fam,2Story,6,5,3976036,1995,Gable,None,0.0,3,PConc,16,1,Unf,0,702,16,1481,0,2,1,3,1,3,Typ,1,3,Attchd,Fin,343,TA,0,3,2009,Normal,174000,1,0,1,1,0,1,0,Wood,15.0,1,0.0
853,858,859,20,RL,80.0,10400,0,Lvl,Inside,flat,NWAmes,Norm,1Fam,1Story,7,5,3904576,1976,Gable,BrkFace,189.0,3,CBlock,16,1,Unf,0,1090,9,1370,0,2,0,3,1,3,Typ,1,3,Attchd,RFn,479,TA,0,6,2009,Family,152000,0,0,1,1,1,1,0,Wood,33.0,0,0.0
854,859,860,60,RL,80.0,11029,1,Lvl,Corner,flat,NWAmes,PosA,1Fam,2Story,6,7,3873024,1984,Gable,BrkFace,220.0,3,CBlock,9,2,BLQ,619,435,9,2654,1,2,1,4,1,4,Typ,1,4,Attchd,Unf,619,TA,0,8,2006,Normal,250000,1,0,1,1,1,1,0,Wood,38.0,1,0.0
855,860,861,50,RL,55.0,7642,0,Lvl,Corner,flat,Crawfor,Norm,1Fam,1.5Fin,7,8,3678724,1998,Gable,None,0.0,4,BrkTil,9,1,Unf,0,912,16,1426,0,1,1,3,1,4,Typ,1,4,Detchd,Unf,216,TA,0,6,2007,Normal,189950,1,0,1,1,0,1,0,Wood,89.0,1,0.0
856,861,862,190,RL,75.0,11625,0,Lvl,Inside,flat,Sawyer,Norm,2fmCon,1Story,5,4,3861225,1965,Hip,None,0.0,3,PConc,9,2,BLQ,841,198,25,1039,1,1,1,3,1,3,Typ,0,0,Attchd,Unf,504,TA,0,4,2010,Normal,131500,0,0,1,0,0,1,0,Wood,45.0,0,0.0
857,862,863,20,RL,81.0,9672,0,Lvl,Corner,flat,SawyerW,Norm,1Fam,1Story,6,5,3936256,1985,Hip,None,0.0,3,PConc,16,1,GLQ,338,702,9,1097,0,2,0,3,1,3,Typ,0,0,Attchd,Unf,480,TA,0,5,2010,Normal,152000,0,0,1,0,0,1,0,Wood,26.0,0,0.0
858,863,864,20,RL,70.0,7931,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,5,3837681,1959,Hip,None,0.0,3,CBlock,9,1,BLQ,1148,0,9,1148,1,1,0,3,1,3,Typ,0,0,Attchd,Unf,672,TA,0,7,2009,Normal,132500,0,0,1,0,0,1,0,Brick,50.0,0,0.0
859,864,865,20,FV,72.0,8640,0,Lvl,Inside,flat,Somerst,Norm,1Fam,1Story,7,5,4028049,2008,Gable,None,0.0,4,PConc,25,1,Unf,0,1372,25,1372,0,2,0,3,1,4,Typ,0,0,Attchd,Fin,529,TA,0,5,2008,Partial,250580,1,0,1,0,0,1,0,Vinyl,1.0,0,0.0
860,865,866,20,RL,73.0,8750,1,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,6,3880900,1970,Gable,BrkFace,76.0,3,CBlock,9,1,BLQ,828,174,9,1002,1,1,0,3,1,3,Typ,0,0,Detchd,Unf,902,TA,0,8,2009,Normal,148500,0,0,1,0,1,1,0,Metal,39.0,0,0.0
861,866,867,20,RL,67.0,10656,1,HLS,Inside,flat,Timber,Norm,1Fam,1Story,8,5,4024036,2007,Gable,Stone,274.0,4,PConc,16,3,Unf,0,1638,25,1646,0,2,0,3,1,4,Typ,1,4,Attchd,RFn,870,TA,192,11,2007,Partial,248900,1,0,1,1,1,1,0,Vinyl,1.0,0,0.0
862,867,868,20,RL,85.0,6970,0,Lvl,Corner,flat,Sawyer,Feedr,1Fam,1Story,4,5,3845521,1961,Gable,None,0.0,3,CBlock,9,1,ALQ,932,108,9,1120,1,1,1,3,1,2,Typ,0,0,Attchd,RFn,544,TA,168,5,2007,Normal,129000,0,0,1,0,0,1,1,Vinyl,46.0,0,0.0
863,868,869,60,RL,65.0,14762,2,Lvl,Corner,flat,Gilbert,Feedr,1Fam,2Story,5,6,3794704,1950,Gable,None,0.0,3,Slab,0,0,None,0,0,16,2320,0,2,0,2,1,3,Typ,1,3,Attchd,Unf,672,TA,120,5,2006,Normal,169000,1,0,1,1,0,0,0,Wood,58.0,1,1.0
864,869,870,60,RL,80.0,9938,0,Lvl,Inside,flat,SawyerW,Norm,1Fam,2Story,7,5,3972049,1994,Gable,BrkFace,246.0,4,PConc,16,1,GLQ,750,300,25,1949,1,2,1,3,1,4,Typ,1,3,Attchd,Fin,574,TA,156,6,2010,Normal,236000,1,0,1,1,1,1,0,Metal,17.0,1,0.0
865,870,871,20,RL,60.0,6600,0,Lvl,Inside,flat,NAmes,PosN,1Fam,1Story,5,5,3849444,1962,Hip,None,0.0,3,CBlock,9,1,Unf,0,894,16,894,0,1,0,2,1,3,Typ,0,0,Detchd,Unf,308,TA,0,8,2009,Normal,109500,0,0,1,0,0,1,0,Metal,47.0,0,0.0
866,871,872,60,RL,70.0,8750,0,Lvl,Inside,flat,CollgCr,Norm,1Fam,2Story,6,5,3992004,1998,Gable,BrkFace,116.0,3,PConc,16,1,GLQ,505,299,25,1682,0,2,1,3,1,4,Typ,0,0,Attchd,RFn,523,TA,0,6,2010,Normal,200500,1,0,1,0,1,1,0,Vinyl,12.0,1,0.0
867,872,873,20,RL,74.0,8892,0,Lvl,Corner,flat,NAmes,Norm,1Fam,1Story,5,7,3814209,1996,Gable,None,0.0,4,Stone,9,3,Unf,0,105,16,910,0,1,0,3,1,4,Typ,0,0,Attchd,Unf,414,TA,196,10,2008,Normal,116000,1,0,1,0,0,1,0,Wood,55.0,0,0.0
868,873,874,40,RL,60.0,12144,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,7,3798601,1950,Gable,None,0.0,4,CBlock,9,1,Rec,375,457,16,1268,0,1,0,3,1,3,Typ,1,4,Attchd,Unf,288,TA,0,9,2009,Normal,133000,1,0,1,1,0,1,0,Wood,60.0,0,1.0
869,874,875,50,RM,52.0,5720,0,Lvl,Inside,flat,OldTown,Artery,1Fam,1.5Fin,5,6,3767481,1950,Gable,None,0.0,3,CBlock,9,1,Unf,0,676,25,1131,0,1,1,3,1,3,Typ,0,0,Detchd,Unf,200,TA,26,8,2009,Abnorml,66500,0,0,1,0,0,1,0,Wood,68.0,1,0.0
870,875,876,60,FV,75.0,9000,0,Lvl,Inside,flat,Somerst,Norm,1Fam,2Story,8,5,4028049,2007,Gable,None,0.0,4,PConc,16,3,GLQ,64,1120,25,2610,0,2,1,4,1,5,Typ,1,4,BuiltIn,Fin,550,TA,208,8,2007,Partial,303477,1,0,1,1,0,1,0,Aggregate,0.0,1,0.0
871,876,877,20,RL,94.0,25286,0,HLS,Inside,sloped,Mitchel,Norm,1Fam,1Story,4,5,3853369,1963,Gable,None,0.0,3,PConc,9,4,ALQ,633,431,16,1040,1,1,0,3,1,3,Typ,0,0,Attchd,Unf,648,TA,0,1,2007,Normal,132250,0,0,1,0,0,1,0,Wood,44.0,0,0.0
872,877,878,60,RL,74.0,8834,0,Lvl,Inside,flat,NridgHt,Norm,1Fam,2Story,9,5,4016016,2005,Hip,Stone,216.0,4,PConc,25,1,GLQ,1170,292,25,2224,1,2,1,4,1,5,Typ,1,4,Attchd,Fin,738,TA,184,6,2009,Normal,350000,0,0,1,1,1,1,0,Vinyl,5.0,1,0.0
873,878,879,85,RL,88.0,11782,1,Lvl,Inside,flat,Sawyer,Norm,1Fam,SFoyer,5,7,3845521,1995,Gable,None,0.0,3,CBlock,9,3,ALQ,899,210,9,1155,1,1,0,3,1,4,Min2,0,0,Detchd,Unf,576,TA,192,6,2010,Normal,148000,0,0,1,0,0,1,1,Wood,49.0,0,0.0
874,879,880,20,RL,70.0,7000,1,Lvl,CulDSac,flat,CollgCr,Norm,1Fam,1Story,5,8,3912484,2005,Gable,BrkFace,90.0,4,CBlock,9,1,ALQ,646,218,25,864,1,1,0,3,1,3,Typ,0,0,Attchd,Unf,336,TA,0,7,2009,Normal,136500,0,0,1,0,1,1,0,Vinyl,31.0,0,0.0
875,880,881,20,RL,60.0,7024,0,Lvl,Inside,flat,Edwards,Norm,1Fam,1Story,5,5,4020025,2006,Gable,None,0.0,3,PConc,25,1,ALQ,980,110,16,1090,1,1,1,2,1,3,Typ,0,0,Attchd,Fin,450,TA,0,6,2007,Normal,157000,1,0,1,0,0,1,0,Vinyl,2.0,0,0.0
876,881,882,50,RL,44.0,13758,1,Lvl,CulDSac,flat,Timber,Norm,1Fam,1.5Fin,7,5,3960100,1991,Gable,BrkFace,117.0,4,CBlock,16,2,LwQ,902,254,25,1717,0,2,1,3,1,4,Typ,1,3,Attchd,RFn,400,TA,168,4,2007,Normal,187500,1,0,1,1,1,1,0,Wood,17.0,1,0.0
877,882,883,60,RL,65.0,9636,1,Lvl,Corner,flat,Gilbert,Norm,1Fam,2Story,6,5,3968064,1993,Gable,None,0.0,3,PConc,16,1,Unf,0,808,16,1593,0,2,1,3,1,3,Typ,1,3,BuiltIn,RFn,389,TA,342,12,2009,Normal,178000,1,0,1,1,0,1,0,Vinyl,17.0,1,0.0
878,883,884,75,RL,60.0,6204,0,Bnk,Inside,flat,SWISU,Norm,1Fam,2.5Fin,4,5,3655744,1950,Gable,None,0.0,4,PConc,9,1,Unf,0,795,9,2230,1,1,0,5,1,3,Typ,0,0,Detchd,Unf,440,Gd,0,3,2006,Normal,118500,1,0,1,0,0,1,0,Wood,94.0,1,1.0
879,884,885,20,RL,65.0,7150,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,5,3869089,1967,Gable,BrkFace,60.0,3,CBlock,9,1,BLQ,432,460,9,892,0,1,0,3,1,3,Typ,0,0,Attchd,RFn,288,TA,0,7,2009,Normal,100000,0,0,1,0,1,1,0,Wood,42.0,0,0.0
880,885,886,120,FV,50.0,5119,1,Lvl,CulDSac,flat,Somerst,Norm,TwnhsE,1Story,9,5,3996001,2000,Gable,BrkFace,60.0,4,PConc,25,3,GLQ,1238,460,25,1709,1,2,0,2,1,4,Typ,1,3,Attchd,Fin,506,TA,97,1,2008,Abnorml,328900,1,0,1,1,1,1,0,Metal,9.0,0,0.0
881,886,887,90,RL,70.0,8393,0,Lvl,Corner,flat,NAmes,Norm,Duplex,1Story,5,5,3837681,2005,Gable,BrkFace,122.0,3,CBlock,9,1,LwQ,528,1098,25,1712,0,2,0,4,2,3,Typ,0,0,Attchd,Fin,588,TA,272,6,2006,Family,145000,1,0,1,0,1,1,0,Metal,47.0,0,0.0
882,887,888,50,RL,59.0,16466,1,Lvl,Inside,flat,Edwards,Norm,1Fam,1.5Fin,5,7,3822025,1955,Gable,None,0.0,3,PConc,9,1,Unf,0,816,9,1393,0,1,1,3,1,3,Typ,0,0,Attchd,Unf,300,TA,121,4,2008,Normal,135500,1,0,1,0,0,1,0,Metal,53.0,1,0.0
883,888,889,20,RL,95.0,15865,1,Lvl,Inside,sloped,NAmes,Norm,1Fam,1Story,8,6,3880900,1970,Flat,None,0.0,4,PConc,9,4,ALQ,351,1043,25,2217,1,2,0,4,1,4,Typ,1,3,Attchd,Unf,621,TA,81,10,2007,Normal,268000,1,0,1,1,0,1,0,Wood,37.0,0,0.0
884,889,890,20,RL,128.0,12160,0,Lvl,Inside,flat,NAmes,Feedr,1Fam,1Story,6,4,3814209,1953,Hip,BrkFace,90.0,3,CBlock,9,1,BLQ,1024,481,25,1505,1,1,0,2,1,3,Typ,1,3,Attchd,RFn,505,TA,0,2,2009,Normal,149500,1,0,1,1,1,1,0,Wood,56.0,0,0.0
885,890,891,50,RL,60.0,8064,0,Lvl,Corner,flat,NAmes,Artery,1Fam,1.5Fin,5,7,3798601,2006,Gable,None,0.0,3,CBlock,9,2,Unf,0,672,25,924,0,1,0,3,1,3,Typ,1,1,Detchd,Unf,576,TA,0,7,2007,Normal,122900,0,0,1,1,0,1,1,Metal,58.0,1,0.0
886,891,892,60,RL,70.0,11184,0,Lvl,Inside,flat,Sawyer,Norm,1Fam,2Story,6,5,3912484,1978,Hip,BrkFace,92.0,3,CBlock,9,1,LwQ,226,192,16,1683,0,2,1,3,1,3,Typ,1,3,Attchd,RFn,440,TA,243,7,2009,Normal,172500,0,0,1,1,1,1,0,Wood,31.0,1,0.0
887,892,893,20,RL,70.0,8414,0,Lvl,Inside,flat,Sawyer,Norm,1Fam,1Story,6,8,3853369,2003,Hip,None,0.0,3,CBlock,9,1,GLQ,663,396,9,1068,0,1,0,3,1,3,Typ,0,0,Attchd,RFn,264,TA,192,2,2006,Normal,154500,0,0,1,0,0,1,0,Wood,43.0,0,0.0
888,893,894,20,RL,71.0,13284,0,Lvl,Inside,flat,Sawyer,PosN,1Fam,1Story,5,5,3818116,1954,Gable,None,0.0,3,PConc,16,2,BLQ,1064,319,9,1383,1,1,0,3,1,3,Typ,1,4,Attchd,Unf,354,TA,511,6,2008,Normal,165000,1,0,1,1,0,1,0,Wood,54.0,0,0.0
889,894,895,90,RL,64.0,7018,0,Bnk,Inside,flat,SawyerW,Norm,Duplex,1Story,5,5,3916441,1979,Gable,None,0.0,3,Slab,0,0,None,0,0,9,1535,0,2,0,4,2,3,Typ,0,0,Attchd,Unf,400,TA,0,6,2009,Alloca,118858,0,0,1,0,0,0,0,Wood,30.0,0,0.0
890,895,896,60,RL,71.0,7056,0,Lvl,Inside,flat,NAmes,Norm,1Fam,2Story,6,5,3853369,1963,Hip,BrkFace,415.0,3,CBlock,9,1,BLQ,400,380,9,1796,1,1,1,4,1,3,Typ,1,3,Attchd,RFn,483,TA,0,10,2008,Normal,140000,1,0,1,1,1,1,0,Wood,45.0,1,0.0
891,896,897,30,RM,50.0,8765,0,Lvl,Inside,flat,IDOTRR,Norm,1Fam,1Story,4,6,3748096,1950,Gable,None,0.0,3,BrkTil,9,1,ALQ,285,666,25,951,0,1,0,2,1,3,Typ,0,0,Detchd,Unf,327,TA,0,4,2006,Abnorml,106500,1,0,1,0,0,1,0,Wood,70.0,0,0.0
892,897,898,90,RL,64.0,7018,0,Lvl,Inside,flat,SawyerW,Feedr,Duplex,2Story,5,5,3916441,1979,Gable,None,0.0,3,Slab,0,0,None,0,0,9,2240,0,2,0,6,2,3,Typ,0,0,Detchd,Unf,528,TA,154,6,2009,Alloca,142953,0,0,1,0,0,0,0,Wood,30.0,1,0.0
893,898,899,20,RL,100.0,12919,1,Lvl,Inside,flat,NridgHt,Norm,1Fam,1Story,9,5,4036081,2010,Hip,Stone,760.0,5,PConc,25,4,GLQ,2188,142,25,2364,1,2,1,2,1,5,Typ,2,4,Attchd,Fin,820,TA,0,3,2010,Partial,611657,1,0,1,1,1,1,0,Vinyl,1.0,0,0.0
894,899,900,20,RL,65.0,6993,0,Lvl,Inside,flat,Sawyer,Feedr,1Fam,1Story,5,7,3845521,1994,Gable,None,0.0,3,CBlock,9,1,BLQ,465,447,9,1236,0,1,0,3,1,3,Typ,1,3,Attchd,Unf,288,TA,0,6,2006,Normal,135000,0,0,1,1,0,1,0,Wood,45.0,0,0.0
895,900,901,20,RL,73.0,7340,1,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,4,6,3884841,1971,Gable,None,0.0,3,CBlock,9,1,ALQ,322,536,9,858,0,1,0,2,1,3,Typ,0,0,Detchd,Unf,684,TA,0,6,2007,Normal,110000,0,0,1,0,0,1,0,Wood,36.0,0,0.0
896,901,902,20,RL,64.0,8712,1,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,7,3829849,2000,Hip,None,0.0,3,CBlock,9,2,BLQ,860,132,9,1306,1,1,0,2,1,3,Typ,0,0,Detchd,Unf,756,TA,0,5,2009,Normal,153000,0,0,1,0,0,1,0,Metal,52.0,0,0.0
897,902,903,60,RL,63.0,7875,0,Lvl,Inside,flat,Gilbert,Norm,1Fam,2Story,7,5,4012009,2003,Gable,None,0.0,4,PConc,16,1,Unf,0,783,25,1509,0,2,1,3,1,4,Typ,1,4,Attchd,Fin,393,TA,0,7,2006,Normal,180000,1,0,1,1,0,1,0,Vinyl,3.0,1,0.0
898,903,904,20,RL,50.0,14859,1,HLS,CulDSac,flat,Gilbert,Norm,1Fam,1Story,7,5,4024036,2006,Hip,BrkFace,27.0,4,PConc,16,1,Unf,0,1670,25,1670,0,2,0,3,1,4,Typ,1,4,Attchd,RFn,690,TA,144,8,2006,Partial,240000,1,0,1,1,1,1,0,Vinyl,0.0,0,0.0
899,904,905,20,RL,71.0,6173,1,Lvl,Inside,flat,Sawyer,Norm,1Fam,1Story,5,6,3869089,1967,Gable,BrkFace,75.0,3,CBlock,9,1,GLQ,599,277,9,902,0,1,0,3,1,3,Typ,0,0,Attchd,Unf,288,TA,0,8,2007,Normal,125500,0,0,1,0,1,1,0,Wood,40.0,0,0.0
900,905,906,20,RL,80.0,9920,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,5,3818116,1954,Gable,Stone,110.0,3,CBlock,9,1,Rec,354,412,9,1063,1,1,0,3,1,3,Typ,0,0,Attchd,RFn,280,TA,0,2,2010,Normal,128000,1,0,1,0,1,1,0,Wood,56.0,0,0.0
901,906,907,20,RL,116.0,13501,1,Lvl,Corner,flat,Somerst,Norm,1Fam,1Story,8,5,4024036,2006,Gable,Stone,208.0,4,PConc,16,1,GLQ,63,1560,25,1636,1,2,0,3,1,4,Typ,1,4,Attchd,RFn,865,TA,0,6,2007,Normal,255000,1,0,1,1,1,1,0,Vinyl,1.0,0,0.0
902,907,908,50,RL,86.0,11500,1,Lvl,Inside,flat,Crawfor,Norm,1Fam,1.5Fin,7,7,3748096,1987,Gable,None,0.0,4,CBlock,16,1,Rec,223,794,16,2057,0,1,1,3,1,4,Typ,1,4,Attchd,Fin,180,TA,0,6,2006,Normal,250000,1,0,1,1,0,1,0,Brick,70.0,1,0.0
903,908,909,20,RL,73.0,8885,1,Low,Inside,sloped,Mitchel,Norm,1Fam,1Story,5,5,3932289,1983,Gable,None,0.0,3,CBlock,16,3,BLQ,301,239,9,902,1,1,0,2,1,3,Typ,0,0,Attchd,Unf,484,TA,164,6,2006,Normal,131000,0,0,1,0,0,1,0,Wood,23.0,0,0.0
904,909,910,60,RL,149.0,12589,2,Lvl,Inside,flat,Gilbert,Norm,1Fam,2Story,6,5,4020025,2005,Gable,None,0.0,4,PConc,16,1,Unf,0,742,25,1484,0,2,1,3,1,4,Typ,1,4,Attchd,Fin,390,TA,36,6,2009,Normal,174000,1,0,1,1,0,1,0,Vinyl,4.0,1,0.0
905,910,911,90,RL,80.0,11600,0,Lvl,Corner,flat,NAmes,Feedr,Duplex,2Story,5,5,3841600,1960,Gable,BrkFace,361.0,3,CBlock,9,1,Rec,443,662,9,2274,0,2,0,5,2,3,Typ,0,0,Detchd,Unf,480,TA,0,1,2010,Normal,154300,0,0,1,0,1,1,0,Metal,50.0,1,0.0
906,911,912,20,RL,70.0,9286,1,Lvl,CulDSac,sloped,CollgCr,Norm,1Fam,1Story,5,7,3908529,1989,Gable,None,0.0,3,CBlock,16,3,ALQ,196,1072,9,1268,0,1,1,3,1,4,Typ,0,0,Detchd,Unf,252,TA,173,10,2009,Normal,143500,0,0,1,0,0,1,0,Wood,32.0,0,0.0
907,912,913,30,RM,51.0,6120,0,Lvl,Inside,flat,BrkSide,Norm,1Fam,1Story,5,7,3705625,1950,Gable,None,0.0,3,BrkTil,9,1,Rec,489,279,9,1015,0,1,0,3,1,3,Min1,0,0,Detchd,Unf,450,TA,0,7,2006,Abnorml,88000,1,0,1,0,0,1,1,Metal,81.0,0,0.0
908,913,914,90,RH,82.0,6270,0,HLS,Inside,flat,Crawfor,Norm,Duplex,2Story,5,6,3798601,1950,Gable,None,0.0,3,CBlock,9,1,BLQ,284,717,9,2002,0,2,0,4,2,3,Typ,0,0,2Types,Unf,871,TA,0,8,2007,Normal,145000,0,0,1,0,0,1,0,Metal,58.0,1,0.0
909,914,915,160,FV,30.0,3000,0,Lvl,Inside,flat,Somerst,Norm,TwnhsE,2Story,6,5,4036081,2009,Gable,Stone,76.0,4,PConc,16,3,GLQ,294,318,25,1224,0,2,1,2,1,4,Typ,0,0,Detchd,RFn,528,TA,0,6,2009,Partial,173733,1,0,1,0,1,1,0,Vinyl,0.0,1,0.0
